# -------------------------------------------------------
# App: com.phil.exchange.year, date: 20140116-20140214
# -------------------------------------------------------

date,device,current_device_installs,daily_device_installs,daily_device_uninstalls,daily_device_upgrades,current_user_installs,total_user_installs,daily_user_installs,daily_user_uninstalls
20140129,Samsung Galaxy S3 (m0),1,0,0,0,1,1,0,0
20140129,Samsung Galaxy S4 (ja3g),2,0,0,0,2,2,0,0
20140129,Samsung Galaxy S3 Mini (goldenltevzw),1,0,0,0,1,1,0,0
20140129,Samsung Galaxy Tab2 7.0 (espressorf),0,0,0,0,0,1,0,0
20140129,HTC HTC One X (endeavoru),1,0,0,0,1,1,0,0
20140129,HTC HTC Butterfly (dlxub1),2,1,0,0,2,2,1,0
20140129,HTC HTC 9060 (dlxpul),1,0,0,0,1,1,0,0
20140129,Samsung Galaxy Win (delos3geur),0,0,0,0,0,1,0,0
20140129,HTC HTC_7060 (cp5dug),0,0,0,0,0,1,0,0
20140129,Motorola Droid II (cdma_droid2we),1,0,0,0,1,1,0,0
20140129,HTC Desire (bravo),0,0,1,0,0,1,0,1
20140129,Samsung Galaxy S2 (SHW-M250K),0,0,0,0,0,1,0,0
20140129,Sony Ericsson LT18i (LT18i),1,0,0,0,1,1,0,0
20140129,Samsung Galaxy S2 (GT-I9100),1,0,0,0,1,1,0,0
20140129,Sony Ericsson Xperia Z (C6602),2,0,0,0,2,2,0,0
20140129,Sony Ericsson Xperia L (C2105),0,0,0,0,0,1,0,0
20140129,C1904,0,0,0,0,0,1,0,0
20140128,HTC HTC J Z321e (valentewxc9),1,0,0,0,1,1,0,0
20140128,Samsung Galaxy Note II (t03g),1,0,0,0,1,1,0,0
20140128,Google Nexus 4 (mako),1,0,0,0,1,1,0,0
20140128,HTC HTC One (m7),2,0,0,0,2,2,0,0
20140128,Samsung Galaxy S3 (m0),1,0,0,0,1,1,0,0
20140128,Samsung Galaxy S4 (ja3g),2,0,0,0,2,2,0,0
20140128,Samsung Galaxy S3 Mini (goldenltevzw),1,0,0,0,1,1,0,0
20140128,Samsung Galaxy Tab2 7.0 (espressorf),0,0,1,0,0,1,0,1
20140128,HTC HTC One X (endeavoru),1,0,0,0,1,1,0,0
20140128,HTC HTC Butterfly (dlxub1),1,0,0,0,1,1,0,0
20140128,HTC HTC 9060 (dlxpul),1,0,0,0,1,1,0,0
20140128,Samsung Galaxy Win (delos3geur),0,0,0,0,0,1,0,0
20140128,HTC HTC_7060 (cp5dug),0,0,0,0,0,1,0,0
20140128,Motorola Droid II (cdma_droid2we),1,0,0,0,1,1,0,0
20140128,HTC Desire (bravo),1,0,0,0,1,1,0,0
20140128,Samsung Galaxy S2 (SHW-M250K),0,0,0,0,0,1,0,0
20140128,Sony Ericsson LT18i (LT18i),1,0,0,0,1,1,0,0
20140128,Samsung Galaxy S2 (GT-I9100),1,0,0,0,1,1,0,0
20140128,Sony Ericsson Xperia Z (C6602),2,0,0,0,2,2,0,0
20140128,Sony Ericsson Xperia L (C2105),0,0,0,0,0,1,0,0
20140128,C1904,0,0,0,0,0,1,0,0
20140127,HTC HTC J Z321e (valentewxc9),1,0,0,0,1,1,0,0
20140127,Samsung Galaxy Note II (t03g),1,0,0,0,1,1,0,0
20140127,Google Nexus 4 (mako),1,0,0,0,1,1,0,0
20140127,HTC HTC One (m7),2,0,0,0,2,2,0,0
20140127,Samsung Galaxy S3 (m0),1,0,0,0,1,1,0,0
20140127,Samsung Galaxy S4 (ja3g),2,1,0,0,2,2,1,0
20140127,Samsung Galaxy S3 Mini (goldenltevzw),1,0,0,0,1,1,0,0
20140127,Samsung Galaxy Tab2 7.0 (espressorf),1,1,0,0,1,1,1,0
20140127,HTC HTC One X (endeavoru),1,0,0,0,1,1,0,0
20140127,HTC HTC Butterfly (dlxub1),1,0,0,0,1,1,0,0
20140127,HTC HTC 9060 (dlxpul),1,0,0,0,1,1,0,0
20140127,Samsung Galaxy Win (delos3geur),0,0,0,0,0,1,0,0
20140127,HTC HTC_7060 (cp5dug),0,0,0,0,0,1,0,0
20140127,Motorola Droid II (cdma_droid2we),1,0,0,0,1,1,0,0
20140127,HTC Desire (bravo),1,0,0,0,1,1,0,0
20140127,Samsung Galaxy S2 (SHW-M250K),0,0,0,0,0,1,0,0
20140127,Sony Ericsson LT18i (LT18i),1,0,0,0,1,1,0,0
20140127,Samsung Galaxy S2 (GT-I9100),1,0,0,0,1,1,0,0
20140127,Sony Ericsson Xperia Z (C6602),2,0,0,0,2,2,0,0
20140127,Sony Ericsson Xperia L (C2105),0,0,0,0,0,1,0,0
20140127,C1904,0,0,0,0,0,1,0,0
20140126,HTC HTC J Z321e (valentewxc9),1,0,0,0,1,1,0,0
20140126,Samsung Galaxy Note II (t03g),1,0,0,0,1,1,0,0
20140126,Google Nexus 4 (mako),1,0,0,0,1,1,0,0
20140126,HTC HTC One (m7),2,0,0,0,2,2,0,0
20140126,Samsung Galaxy S3 (m0),1,0,0,0,1,1,0,0
20140126,Samsung Galaxy S4 (ja3g),1,0,0,0,1,1,0,0
20140126,Samsung Galaxy S3 Mini (goldenltevzw),1,0,0,0,1,1,0,0
20140126,HTC HTC One X (endeavoru),1,0,0,0,1,1,0,0
20140126,HTC HTC Butterfly (dlxub1),1,0,0,0,1,1,0,0
20140126,HTC HTC 9060 (dlxpul),1,0,0,0,1,1,0,0
20140126,Samsung Galaxy Win (delos3geur),0,0,0,0,0,1,0,0
20140126,HTC HTC_7060 (cp5dug),0,1,1,0,0,1,1,1
20140126,Motorola Droid II (cdma_droid2we),1,0,0,0,1,1,0,0
20140126,HTC Desire (bravo),1,0,0,0,1,1,0,0
20140126,Samsung Galaxy S2 (SHW-M250K),0,0,0,0,0,1,0,0
20140126,Sony Ericsson LT18i (LT18i),1,0,0,0,1,1,0,0
20140126,Samsung Galaxy S2 (GT-I9100),1,0,0,0,1,1,0,0
20140126,Sony Ericsson Xperia Z (C6602),2,1,0,0,2,2,1,0
20140126,Sony Ericsson Xperia L (C2105),0,0,0,0,0,1,0,0
20140126,C1904,0,0,0,0,0,1,0,0
20140125,HTC HTC J Z321e (valentewxc9),1,0,0,0,1,1,0,0
20140125,Samsung Galaxy Note II (t03g),1,0,0,0,1,1,0,0
20140125,Google Nexus 4 (mako),1,0,0,0,1,1,0,0
20140125,HTC HTC One (m7),2,0,0,0,2,2,0,0
20140125,Samsung Galaxy S3 (m0),1,0,0,0,1,1,0,0
20140125,Samsung Galaxy S4 (ja3g),1,0,0,0,1,1,0,0
20140125,Samsung Galaxy S3 Mini (goldenltevzw),1,0,0,0,1,1,0,0
20140125,HTC HTC One X (endeavoru),1,0,0,0,1,1,0,0
20140125,HTC HTC Butterfly (dlxub1),1,0,0,0,1,1,0,0
20140125,HTC HTC 9060 (dlxpul),1,0,0,0,1,1,0,0
20140125,Samsung Galaxy Win (delos3geur),0,0,0,0,0,1,0,0
20140125,Motorola Droid II (cdma_droid2we),1,0,0,0,1,1,0,0
20140125,HTC Desire (bravo),1,0,0,0,1,1,0,0
20140125,Samsung Galaxy S2 (SHW-M250K),0,0,0,0,0,1,0,0
20140125,Sony Ericsson LT18i (LT18i),1,0,0,0,1,1,0,0
20140125,Samsung Galaxy S2 (GT-I9100),1,0,0,0,1,1,0,0
20140125,Sony Ericsson Xperia Z (C6602),1,1,0,0,1,1,1,0
20140125,Sony Ericsson Xperia L (C2105),0,0,1,0,0,1,0,1
20140125,C1904,0,0,0,0,0,1,0,0
20140124,HTC HTC J Z321e (valentewxc9),1,0,0,0,1,1,0,0
20140124,Samsung Galaxy Note II (t03g),1,0,0,0,1,1,0,0
20140124,Google Nexus 4 (mako),1,0,0,0,1,1,0,0
20140124,HTC HTC One (m7),2,0,0,0,2,2,0,0
20140124,Samsung Galaxy S3 (m0),1,0,0,0,1,1,0,0
20140124,Samsung Galaxy S4 (ja3g),1,0,0,0,1,1,0,0
20140124,Samsung Galaxy S3 Mini (goldenltevzw),1,0,0,0,1,1,0,0
20140124,HTC HTC One X (endeavoru),1,0,0,0,1,1,0,0
20140124,HTC HTC Butterfly (dlxub1),1,0,0,0,1,1,0,0
20140124,HTC HTC 9060 (dlxpul),1,0,0,0,1,1,0,0
20140124,Samsung Galaxy Win (delos3geur),0,0,0,0,0,1,0,0
20140124,Motorola Droid II (cdma_droid2we),1,0,0,0,1,1,0,0
20140124,HTC Desire (bravo),1,0,0,0,1,1,0,0
20140124,Samsung Galaxy S2 (SHW-M250K),0,0,0,0,0,1,0,0
20140124,Sony Ericsson LT18i (LT18i),1,0,0,0,1,1,0,0
20140124,Samsung Galaxy S2 (GT-I9100),1,0,0,0,1,1,0,0
20140124,Sony Ericsson Xperia L (C2105),1,0,0,0,1,1,0,0
20140124,C1904,0,0,0,0,0,1,0,0
20140123,HTC HTC J Z321e (valentewxc9),1,0,0,0,1,1,0,0
20140123,Samsung Galaxy Note II (t03g),1,0,0,0,1,1,0,0
20140123,Google Nexus 4 (mako),1,0,0,0,1,1,0,0
20140123,HTC HTC One (m7),2,0,0,0,2,2,0,0
20140123,Samsung Galaxy S3 (m0),1,0,0,0,1,1,0,0
20140123,Samsung Galaxy S4 (ja3g),1,0,0,0,1,1,0,0
20140123,Samsung Galaxy S3 Mini (goldenltevzw),1,0,0,0,1,1,0,0
20140123,HTC HTC One X (endeavoru),1,0,0,0,1,1,0,0
20140123,HTC HTC Butterfly (dlxub1),1,0,0,0,1,1,0,0
20140123,HTC HTC 9060 (dlxpul),1,0,0,0,1,1,0,0
20140123,Samsung Galaxy Win (delos3geur),0,0,0,0,0,1,0,0
20140123,Motorola Droid II (cdma_droid2we),1,0,0,0,1,1,0,0
20140123,HTC Desire (bravo),1,0,0,0,1,1,0,0
20140123,Samsung Galaxy S2 (SHW-M250K),0,0,0,0,0,1,0,0
20140123,Sony Ericsson LT18i (LT18i),1,0,0,0,1,1,0,0
20140123,Samsung Galaxy S2 (GT-I9100),1,0,0,0,1,1,0,0
20140123,Sony Ericsson Xperia L (C2105),1,0,0,0,1,1,0,0
20140123,C1904,0,0,0,0,0,1,0,0
20140122,HTC HTC J Z321e (valentewxc9),1,0,0,0,1,1,0,0
20140122,Samsung Galaxy Note II (t03g),1,0,0,0,1,1,0,0
20140122,Google Nexus 4 (mako),1,0,0,0,1,1,0,0
20140122,HTC HTC One (m7),2,0,0,0,2,2,0,0
20140122,Samsung Galaxy S3 (m0),1,0,0,0,1,1,0,0
20140122,Samsung Galaxy S4 (ja3g),1,0,0,0,1,1,0,0
20140122,Samsung Galaxy S3 Mini (goldenltevzw),1,0,0,0,1,1,0,0
20140122,HTC HTC One X (endeavoru),1,0,0,0,1,1,0,0
20140122,HTC HTC Butterfly (dlxub1),1,0,0,0,1,1,0,0
20140122,HTC HTC 9060 (dlxpul),1,0,0,0,1,1,0,0
20140122,Samsung Galaxy Win (delos3geur),0,0,0,0,0,1,0,0
20140122,Motorola Droid II (cdma_droid2we),1,0,0,0,1,1,0,0
20140122,HTC Desire (bravo),1,0,0,0,1,1,0,0
20140122,Samsung Galaxy S2 (SHW-M250K),0,0,0,0,0,1,0,0
20140122,Sony Ericsson LT18i (LT18i),1,0,0,0,1,1,0,0
20140122,Samsung Galaxy S2 (GT-I9100),1,0,0,0,1,1,0,0
20140122,Sony Ericsson Xperia L (C2105),1,0,0,0,1,1,0,0
20140122,C1904,0,0,0,0,0,1,0,0
20140121,HTC HTC J Z321e (valentewxc9),1,0,0,0,1,1,0,0
20140121,Samsung Galaxy Note II (t03g),1,1,0,0,1,1,1,0
20140121,Google Nexus 4 (mako),1,0,0,0,1,1,0,0
20140121,HTC HTC One (m7),2,0,0,0,2,2,0,0
20140121,Samsung Galaxy S3 (m0),1,0,0,0,1,1,0,0
20140121,Samsung Galaxy S4 (ja3g),1,0,0,0,1,1,0,0
20140121,Samsung Galaxy S3 Mini (goldenltevzw),1,0,0,0,1,1,0,0
20140121,HTC HTC One X (endeavoru),1,0,0,0,1,1,0,0
20140121,HTC HTC Butterfly (dlxub1),1,1,0,0,1,1,1,0
20140121,HTC HTC 9060 (dlxpul),1,0,0,0,1,1,0,0
20140121,Samsung Galaxy Win (delos3geur),0,0,0,0,0,1,0,0
20140121,Motorola Droid II (cdma_droid2we),1,0,0,0,1,1,0,0
20140121,HTC Desire (bravo),1,0,0,0,1,1,0,0
20140121,Samsung Galaxy S2 (SHW-M250K),0,0,0,0,0,1,0,0
20140121,Sony Ericsson LT18i (LT18i),1,0,0,0,1,1,0,0
20140121,Samsung Galaxy S2 (GT-I9100),1,0,0,0,1,1,0,0
20140121,Sony Ericsson Xperia L (C2105),1,0,0,0,1,1,0,0
20140121,C1904,0,0,0,0,0,1,0,0
20140120,HTC HTC J Z321e (valentewxc9),1,0,0,0,1,1,0,0
20140120,Google Nexus 4 (mako),1,0,0,0,1,1,0,0
20140120,HTC HTC One (m7),2,0,0,0,2,2,0,0
20140120,Samsung Galaxy S3 (m0),1,0,0,0,1,1,0,0
20140120,Samsung Galaxy S4 (ja3g),1,0,0,0,1,1,0,0
20140120,Samsung Galaxy S3 Mini (goldenltevzw),1,0,0,0,1,1,0,0
20140120,HTC HTC One X (endeavoru),1,0,0,0,1,1,0,0
20140120,HTC HTC 9060 (dlxpul),1,0,0,0,1,1,0,0
20140120,Samsung Galaxy Win (delos3geur),0,0,1,0,0,1,0,1
20140120,Motorola Droid II (cdma_droid2we),1,0,0,0,1,1,0,0
20140120,HTC Desire (bravo),1,0,0,0,1,1,0,0
20140120,Samsung Galaxy S2 (SHW-M250K),0,0,0,0,0,1,0,0
20140120,Sony Ericsson LT18i (LT18i),1,0,0,0,1,1,0,0
20140120,Samsung Galaxy S2 (GT-I9100),1,0,0,0,1,1,0,0
20140120,Sony Ericsson Xperia L (C2105),1,1,0,0,1,1,1,0
20140120,C1904,0,0,0,0,0,1,0,0
20140119,HTC HTC J Z321e (valentewxc9),1,0,0,0,1,1,0,0
20140119,Google Nexus 4 (mako),1,0,0,0,1,1,0,0
20140119,HTC HTC One (m7),2,0,0,0,2,2,0,0
20140119,Samsung Galaxy S3 (m0),1,0,0,0,1,1,0,0
20140119,Samsung Galaxy S4 (ja3g),1,0,0,0,1,1,0,0
20140119,Samsung Galaxy S3 Mini (goldenltevzw),1,0,0,0,1,1,0,0
20140119,HTC HTC One X (endeavoru),1,0,0,0,1,1,0,0
20140119,HTC HTC 9060 (dlxpul),1,0,0,0,1,1,0,0
20140119,Samsung Galaxy Win (delos3geur),1,1,0,0,1,1,1,0
20140119,Motorola Droid II (cdma_droid2we),1,0,0,0,1,1,0,0
20140119,HTC Desire (bravo),1,0,0,0,1,1,0,0
20140119,Samsung Galaxy S2 (SHW-M250K),0,1,1,0,0,1,1,1
20140119,Sony Ericsson LT18i (LT18i),1,1,0,0,1,1,1,0
20140119,Samsung Galaxy S2 (GT-I9100),1,0,0,0,1,1,0,0
20140119,C1904,0,0,0,0,0,1,0,0
20140118,HTC HTC J Z321e (valentewxc9),1,0,0,0,1,1,0,0
20140118,Google Nexus 4 (mako),1,0,0,0,1,1,0,0
20140118,HTC HTC One (m7),2,0,0,0,2,2,0,0
20140118,Samsung Galaxy S3 (m0),1,0,0,0,1,1,0,0
20140118,Samsung Galaxy S4 (ja3g),1,0,0,0,1,1,0,0
20140118,Samsung Galaxy S3 Mini (goldenltevzw),1,0,0,0,1,1,0,0
20140118,HTC HTC One X (endeavoru),1,0,0,0,1,1,0,0
20140118,HTC HTC 9060 (dlxpul),1,0,0,0,1,1,0,0
20140118,Motorola Droid II (cdma_droid2we),1,0,0,0,1,1,0,0
20140118,HTC Desire (bravo),1,0,0,0,1,1,0,0
20140118,Samsung Galaxy S2 (GT-I9100),1,0,0,0,1,1,0,0
20140118,C1904,0,0,0,0,0,1,0,0
20140117,HTC HTC J Z321e (valentewxc9),1,0,0,0,1,1,0,0
20140117,Google Nexus 4 (mako),1,1,0,0,1,1,1,0
20140117,HTC HTC One (m7),2,0,0,0,2,2,0,0
20140117,Samsung Galaxy S3 (m0),1,0,0,0,1,1,0,0
20140117,Samsung Galaxy S4 (ja3g),1,0,0,0,1,1,0,0
20140117,Samsung Galaxy S3 Mini (goldenltevzw),1,1,0,0,1,1,1,0
20140117,HTC HTC One X (endeavoru),1,0,0,0,1,1,0,0
20140117,HTC HTC 9060 (dlxpul),1,1,0,0,1,1,1,0
20140117,Motorola Droid II (cdma_droid2we),1,1,0,0,1,1,1,0
20140117,HTC Desire (bravo),1,0,0,0,1,1,0,0
20140117,Samsung Galaxy S2 (GT-I9100),1,0,0,0,1,1,0,0
20140117,C1904,0,0,0,0,0,1,0,0
20140116,HTC HTC J Z321e (valentewxc9),1,1,0,0,1,1,1,0
20140116,HTC HTC One (m7),2,2,0,0,2,2,2,0
20140116,Samsung Galaxy S3 (m0),1,1,0,0,1,1,1,0
20140116,Samsung Galaxy S4 (ja3g),1,1,0,0,1,1,1,0
20140116,HTC HTC One X (endeavoru),1,1,0,0,1,1,1,0
20140116,HTC Desire (bravo),1,1,0,0,1,1,1,0
20140116,Samsung Galaxy S2 (GT-I9100),1,1,0,0,1,1,1,0
20140116,C1904,0,1,1,0,0,1,1,1
